labeling_type,dosage_form,route_of_administration,marketing_category,application_number,proprietaryname,generic_proper_name,spl_effective_date ,established_pharmacologic_class,initia_us_approval,company,marketing_date,ndc,active_ingredient_unii,active_ingredients,active_moiety_names,active_moiety_unii
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",SUBCUTANEOUS,BLA,761345,Elrexfio,ELRANATAMAB-BCMM,8/15/2023,,2023,PFIZER LABORATORIES DIV PFIZER INC,2023/08/15-,0069-2522; 0069-4494,L0HR9A577V,ELRANATAMAB,ELRANATAMAB,L0HR9A577V
HUMAN PRESCRIPTION DRUG LABEL,INJECTION,INTRAVENOUS,BLA,761107,GAMIFANT,EMAPALUMAB-LZSG,10/4/2024,Interferon gamma Blocker,2018,SWEDISH ORPHAN BIOVITRUM AB PUBL,2019/05/17-; 2020/06/26-; 2023/06/07-,66658-501; 66658-505; 66658-510; 66658-522; 66658-523; 66658-524; 66658-525,3S252O2Z4X,EMAPALUMAB,EMAPALUMAB,3S252O2Z4X
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",SUBCUTANEOUS,BLA,761083,Hemlibra,EMICIZUMAB,10/28/2024,,2017,GENENTECH INC,2017/11/16-; 2023/03/16-; 2024/01/31-,50242-920; 50242-921; 50242-922; 50242-923; 50242-927; 50242-930,7NL2E3F6K3,EMICIZUMAB,EMICIZUMAB,7NL2E3F6K3
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,BLA,761137,PADCEV EJFV,ENFORTUMAB VEDOTIN,8/1/2024,,2019,SEAGEN INC,2019/12/18-,51144-020; 51144-030,DLE8519RWM,ENFORTUMAB VEDOTIN,ENFORTUMAB VEDOTIN,DLE8519RWM
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",SUBCUTANEOUS,BLA,761324,EPKINLY,EPCORITAMAB-BYSP,7/26/2024,,2023,GENMAB US INC,2023/05/19-,82705-002; 82705-010,D6OMY2L0WA,epcoritamab,epcoritamab,D6OMY2L0WA
HUMAN PRESCRIPTION DRUG LABEL,SOLUTION,INTRAVENOUS; SUBCUTANEOUS,BLA,103234,EPOGEN,EPOETIN ALFA,4/30/2024,Erythropoiesis-stimulating Agent,1989,AMGEN INC,1989/06/30-; 1990/04/30-; 1993/08/16-; 1994/12/05-; 1997/03/03-,55513-126; 55513-144; 55513-148; 55513-267; 55513-283; 55513-478,64FS3BFH5W,EPOETIN,EPOETIN,64FS3BFH5W
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRAVENOUS; SUBCUTANEOUS,BLA,125545,RETACRIT,EPOETIN ALFA-EPBX,6/26/2024,Erythropoiesis-stimulating Agent,2018,VIFOR INTERNATIONAL INC,2018/06/18-; 2020/09/11-,59353-002; 59353-003; 59353-004; 59353-010; 59353-120; 59353-220,64FS3BFH5W,EPOETIN,EPOETIN,64FS3BFH5W
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRAVENOUS; SUBCUTANEOUS,BLA,125545,RETACRIT,EPOETIN ALFA-EPBX,6/19/2024,Erythropoiesis-stimulating Agent,2018,PFIZER LABORATORIES DIV PFIZER INC,2018/06/18-; 2020/11/09-,0069-1305; 0069-1306; 0069-1307; 0069-1308; 0069-1309; 0069-1311; 0069-1318,64FS3BFH5W,EPOETIN,ERYTHROPOIETIN,64FS3BFH5W
HUMAN PRESCRIPTION DRUG LABEL,INJECTION,INTRAVENOUS,BLA,761119,Vyepti,EPTINEZUMAB-JJMR,8/30/2024,Calcitonin Gene-related Peptide Antagonist,2020,LUNDBECK PHARMACEUTICALS LLC,2020/02/21-,67386-130,8202AY8I7H,EPTINEZUMAB,EPTINEZUMAB,8202AY8I7H
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION; INJECTION, SOLUTION",SUBCUTANEOUS,BLA,761077,AIMOVIG,ERENUMAB-AOOE,8/15/2024,,2018,AMGEN INC,2018/05/22-; 2019/03/15-,55513-840; 55513-841; 55513-842; 55513-843,I5I8VB78VT,ERENUMAB,ERENUMAB,I5I8VB78VT
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRAVENOUS; SUBCUTANEOUS,BLA,103234,PROCRIT,ERYTHROPOIETIN,5/9/2024,Erythropoiesis-stimulating Agent,1989,JANSSEN PRODUCTS LP,1989/06/01-,59676-302; 59676-303; 59676-304; 59676-310; 59676-312; 59676-320; 59676-340,64FS3BFH5W,EPOETIN,EPOETIN,64FS3BFH5W
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRAVENOUS; SUBCUTANEOUS,BLA,103234,PROCRIT,ERYTHROPOIETIN,1/17/2013,Erythropoiesis-stimulating Agent,1989,PHYSICIANS TOTAL CARE INC,1994/08/11-; 2007/08/13-; 2008/03/24-,54868-2523; 54868-5673; 54868-5802,64FS3BFH5W,Erythropoietin,Erythropoietin,64FS3BFH5W
HUMAN PRESCRIPTION DRUG LABEL,KIT; SOLUTION,SUBCUTANEOUS,BLA,103795,ENBREL,ETANERCEPT,11/4/2024,Tumor Necrosis Factor Blocker,1998,IMMUNEX CORPORATION,2019/06/07-; 2020/03/05-; completed:2003/01/02-2023/05/31; completed:2005/10/06-2022/03/31; completed:2005/11/10-2021/10/31,58406-010; 58406-021; 58406-032; 58406-044; 58406-055; 58406-425; 58406-435; 58406-445; 58406-455; 58406-456,OP401G7OJC,ETANERCEPT,ETANERCEPT,OP401G7OJC
HUMAN PRESCRIPTION DRUG LABEL,SOLUTION,SUBCUTANEOUS,BLA,103795,ENBREL,ETANERCEPT,6/26/2024,Tumor Necrosis Factor Blocker,1998,A S MEDICATION SOLUTIONS,2019/06/07-,50090-4590,OP401G7OJC,ETANERCEPT,ETANERCEPT,OP401G7OJC
HUMAN PRESCRIPTION DRUG LABEL,SOLUTION,SUBCUTANEOUS,BLA,103795,ENBREL,ETANERCEPT,6/16/2021,Tumor Necrosis Factor Blocker,1998,A S MEDICATION SOLUTIONS,2005/11/10-,50090-3531,OP401G7OJC,ETANERCEPT,ETANERCEPT,OP401G7OJC
HUMAN PRESCRIPTION DRUG LABEL,SOLUTION,SUBCUTANEOUS,BLA,103795,ENBREL,ETANERCEPT,10/3/2019,Tumor Necrosis Factor Blocker,1998,A S MEDICATION SOLUTIONS,2005/11/10-,50090-4490,OP401G7OJC,ETANERCEPT,ETANERCEPT,OP401G7OJC
HUMAN PRESCRIPTION DRUG LABEL,KIT,INTRAVENOUS,BLA,125772,HEMGENIX,ETRANACOGENE DEZAPARVOVEC,5/4/2023,,2022,CSL BEHRING,2022/11/22-,0053-0100; 0053-0110; 0053-0120; 0053-0130; 0053-0140; 0053-0150; 0053-0160; 0053-0170; 0053-0180; 0053-0190; 0053-0200; 0053-0210; 0053-0220; 0053-0230; 0053-0240; 0053-0250; 0053-0260; 0053-0270; 0053-0280; 0053-0290,Z5XCD5Q9RL,etranacogene dezaparvovec,etranacogene dezaparvovec,Z5XCD5Q9RL
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION, CONCENTRATE",INTRAVENOUS,BLA,761181,Evkeeza,EVINACUMAB,3/30/2023,Angiopoietin-like 3 Inhibitor,2021,REGENERON PHARMACEUTICALS INC,2021/02/11-,61755-010; 61755-013,T8B2ORP1DW,evinacumab,evinacumab,T8B2ORP1DW
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION; KIT",SUBCUTANEOUS,BLA,125522,REPATHA,EVOLOCUMAB,8/20/2024,PCSK9 Inhibitor,2015,AMGEN USA INC,2018/10/09-,72511-750; 72511-760; 72511-770,LKC0U3A8NJ,EVOLOCUMAB,EVOLOCUMAB,LKC0U3A8NJ
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION; KIT",SUBCUTANEOUS,BLA,125522,REPATHA,EVOLOCUMAB,8/20/2024,PCSK9 Inhibitor,2015,AMGEN INC,2015/08/31-; 2016/08/01-,55513-750; 55513-760; 55513-770,LKC0U3A8NJ,EVOLOCUMAB,EVOLOCUMAB,LKC0U3A8NJ
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,BLA,761139,Enhertu,FAM-TRASTUZUMAB DERUXTECAN-NXKI,4/10/2024,,2019,DAIICHI SANKYO INC,2019/12/20-,65597-406,5384HK7574,TRASTUZUMAB DERUXTECAN,TRASTUZUMAB DERUXTECAN,5384HK7574
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRAVITREAL,BLA,761235,VABYSMO,FARICIMAB,7/15/2024,,2022,GENENTECH INC,2022/01/28-,50242-096,QC4F7FKK7I,FARICIMAB,FARICIMAB,QC4F7FKK7I
HUMAN PRESCRIPTION DRUG LABEL,CAPSULE,ORAL,BLA,125757,VOWST,"FECAL MICROBIOTA SPORES, LIVE-BRPK",6/28/2024,,2023,AIMMUNE THERAPEUTICS INC,2023/04/26-,71881-400,9K7X6R5BMW,DONOR HUMAN STOOL SPORES (ETHANOL TREATED),DONOR HUMAN STOOL SPORES (ETHANOL TREATED),9K7X6R5BMW
HUMAN PRESCRIPTION DRUG LABEL,KIT,INTRAVENOUS,BLA,125786,BEQVEZ,FIDANACOGENE ELAPARVOVEC-DZKT,5/30/2024,,2024,PFIZER LABORATORIES DIV PFIZER INC,2024/05/02-,0069-2004; 0069-2005; 0069-2006; 0069-2007,413EU9081Y,FIDANACOGENE ELAPARVOVEC,FIDANACOGENE ELAPARVOVEC,413EU9081Y
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRAVENOUS; SUBCUTANEOUS,BLA,103353,NEUPOGEN,FILGRASTIM,10/30/2024,Leukocyte Growth Factor,1991,AMGEN INC,1997/04/07-; 1997/05/19-; 2000/10/02-,55513-209; 55513-530; 55513-546; 55513-924,PVI5M0M1GW,FILGRASTIM,FILGRASTIM,PVI5M0M1GW
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRAVENOUS; SUBCUTANEOUS,BLA,761082,RELEUKO,FILGRASTIM,8/25/2023,Leukocyte Growth Factor,2022,AMNEAL PHARMACEUTICALS LLC,2022/02/25-,70121-1568; 70121-1569; 70121-1570; 70121-1571,PVI5M0M1GW,FILGRASTIM,FILGRASTIM,PVI5M0M1GW
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRAVENOUS,BLA,103353,Neupogen,FILGRASTIM,12/2/2009,Leukocyte Growth Factor,,PHYSICIANS TOTAL CARE INC,1994/06/08-; 2004/03/11-; 2006/08/14-,54868-2522; 54868-3050; 54868-5020,PVI5M0M1GW,FILGRASTIM,FILGRASTIM,PVI5M0M1GW
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRAVENOUS; SUBCUTANEOUS,BLA,761080,Nivestym,FILGRASTIM-AAFI,2/28/2024,Leukocyte Growth Factor,2018,PFIZER LABORATORIES DIV PFIZER INC,2018/09/24-; 2019/03/11-,0069-0291; 0069-0292; 0069-0293; 0069-0294,PVI5M0M1GW,FILGRASTIM,FILGRASTIM,PVI5M0M1GW
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRAVENOUS; SUBCUTANEOUS,BLA,125553,ZARXIO,FILGRASTIM-SNDZ,10/25/2024,Leukocyte Growth Factor,2015,SANDOZ INC,2015/03/06-,61314-318; 61314-326,PVI5M0M1GW,FILGRASTIM,FILGRASTIM,PVI5M0M1GW
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRADERMAL; SUBCUTANEOUS,BLA,102192,Flaxseed; Jute; Sisal,FLAXSEED; JUTE; SISAL,12/11/2009,Non-Standardized Food Allergenic Extract; Non-Standardized Plant Allergenic Extract; Non-Standardized Plant Fiber Allergenic Extract,,NELCO LABORATORIES INC,1972/08/29-,36987-2217; 36987-2249; 36987-2257,4110YT348C; MRJ91HVV4H; TVA75O7S63,AGAVE SISALANA FIBER; CORCORUS CAPSULARIS FIBER; FLAX SEED,AGAVE SISALANA FIBER; CORCORUS CAPSULARIS FIBER; FLAX SEED,4110YT348C; MRJ91HVV4H; TVA75O7S63
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRADERMAL; SUBCUTANEOUS,BLA,102192,Flaxseed; Jute; Sisal; Tobacco Leaf,FLAXSEED; JUTE; SISAL; TOBACCO LEAF,12/11/2009,Non-Standardized Food Allergenic Extract; Non-Standardized Plant Allergenic Extract; Non-Standardized Plant Fiber Allergenic Extract,,NELCO LABORATORIES INC,1972/08/29-,36987-2214; 36987-2238; 36987-2246; 36987-2254,4110YT348C; 6YR2608RSU; MRJ91HVV4H; TVA75O7S63,AGAVE SISALANA FIBER; CORCORUS CAPSULARIS FIBER; FLAX SEED; TOBACCO LEAF,AGAVE SISALANA FIBER; CORCORUS CAPSULARIS FIBER; FLAX SEED; TOBACCO LEAF,4110YT348C; 6YR2608RSU; MRJ91HVV4H; TVA75O7S63
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRADERMAL; SUBCUTANEOUS,BLA,102192,Flaxseed; Jute; Sisal; Tobacco Leaf,FLAXSEED; JUTE; SISAL; TOBACCO LEAF,12/11/2009,Non-Standardized Food Allergenic Extract; Non-Standardized Plant Allergenic Extract; Non-Standardized Plant Fiber Allergenic Extract,,NELCO LABORATORIES INC,1972/08/29-,36987-2215; 36987-2239; 36987-2247; 36987-2255,4110YT348C; 6YR2608RSU; MRJ91HVV4H; TVA75O7S63,AGAVE SISALANA FIBER; CORCORUS CAPSULARIS FIBER; FLAX SEED; TOBACCO LEAF,AGAVE SISALANA FIBER; CORCORUS CAPSULARIS FIBER; FLAX SEED; TOBACCO LEAF,4110YT348C; 6YR2608RSU; MRJ91HVV4H; TVA75O7S63
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRADERMAL; SUBCUTANEOUS,BLA,102192,Flaxseed; Jute; Sisal; Tobacco Leaf,FLAXSEED; JUTE; SISAL; TOBACCO LEAF,12/11/2009,Non-Standardized Food Allergenic Extract; Non-Standardized Plant Allergenic Extract; Non-Standardized Plant Fiber Allergenic Extract,,NELCO LABORATORIES INC,1972/08/29-,36987-2216; 36987-2240; 36987-2248; 36987-2256,4110YT348C; 6YR2608RSU; MRJ91HVV4H; TVA75O7S63,AGAVE SISALANA FIBER; CORCORUS CAPSULARIS FIBER; FLAX SEED; TOBACCO LEAF,AGAVE SISALANA FIBER; CORCORUS CAPSULARIS FIBER; FLAX SEED; TOBACCO LEAF,4110YT348C; 6YR2608RSU; MRJ91HVV4H; TVA75O7S63
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",SUBCUTANEOUS,BLA,021684,Gonal-f RFF Redi-ject,FOLLITROPIN,8/22/2024,Gonadotropin,1997,EMD SERONO INC,2013/10/16-,44087-1115; 44087-1116; 44087-1117,076WHW89TW,FOLLITROPIN,FOLLITROPIN,076WHW89TW
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",SUBCUTANEOUS,BLA,021211,Follistim AQ,FOLLITROPIN,2/7/2024,Gonadotropin,1997,ORGANON LLC,2023/07/24-,78206-129; 78206-130; 78206-131,076WHW89TW,follitropin,follitropin,076WHW89TW
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",SUBCUTANEOUS,BLA,021211,Follistim AQ,FOLLITROPIN,11/17/2023,Gonadotropin,1997,MERCK SHARP AND DOHME LLC,2004/03/24-,0052-0313; 0052-0316; 0052-0326,076WHW89TW,follitropin,follitropin,076WHW89TW
HUMAN PRESCRIPTION DRUG LABEL,KIT,SUBCUTANEOUS,BLA,020378,Gonal-f,FOLLITROPIN ALFA,7/15/2024,Gonadotropin,1997,EMD SERONO INC,2004/03/25-,44087-9030; 44087-9070,076WHW89TW,FOLLITROPIN,FOLLITROPIN,076WHW89TW
HUMAN PRESCRIPTION DRUG LABEL,KIT,SUBCUTANEOUS,BLA,021765,GONAL-F RFF,FOLLITROPIN ALFA,11/28/2023,Gonadotropin,1997,A S MEDICATION SOLUTIONS,2004/03/25-,50090-6049,076WHW89TW,FOLLITROPIN,FOLLITROPIN,076WHW89TW
HUMAN PRESCRIPTION DRUG LABEL,KIT,SUBCUTANEOUS,BLA,021765,GONAL-F RFF,FOLLITROPIN ALFA,11/20/2023,Gonadotropin,1997,EMD SERONO INC,2004/03/25-,44087-9005,076WHW89TW,FOLLITROPIN,FOLLITROPIN,076WHW89TW
HUMAN PRESCRIPTION DRUG LABEL,INJECTION,SUBCUTANEOUS,BLA,761089,AJOVY,FREMANEZUMAB-VFRM,10/31/2022,,2018,TEVA PHARMACEUTICALS USA INC,2018/09/15-; 2020/03/29-,51759-202; 51759-204,PF8K38CG54,FREMANEZUMAB,FREMANEZUMAB,PF8K38CG54
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",SUBCUTANEOUS,BLA,761063,EMGALITY,GALCANEZUMAB-GNLM,3/11/2021,,2018,ELI LILLY AND COMPANY,2018/09/27-; 2019/06/04-,0002-1436; 0002-2377; 0002-3115,55KHL3P693,galcanezumab,galcanezumab,55KHL3P693
HUMAN PRESCRIPTION DRUG LABEL,SOLUTION,INTRAVENOUS,BLA,125117,NAGLAZYME,GALSULFASE,9/18/2024,Hydrolytic Lysosomal Glycosaminoglycan-specific Enzyme,2005,BIOMARIN PHARMACEUTICAL INC,2005/06/09-,68135-020,59UA429E5G,GALSULFASE,GALSULFASE,59UA429E5G
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,BLA,761060,Mylotarg,GEMTUZUMAB OZOGAMICIN,9/3/2021,CD33-directed Immunoconjugate,2000,WYETH PHARMACEUTICALS LLC A SUBSIDIARY OF PFIZER INC,2017/09/07-,0008-4510,8GZG754X6M,GEMTUZUMAB OZOGAMICIN,GEMTUZUMAB OZOGAMICIN,8GZG754X6M
HUMAN PRESCRIPTION DRUG LABEL,"CONCENTRATE; SOLUTION, CONCENTRATE",INTRAVENOUS,BLA,761309,Columvi,GLOFITAMAB,11/7/2024,,2023,GENENTECH INC,2023/06/15-,50242-125; 50242-127,06P3KLK2J8,GLOFITAMAB,GLOFITAMAB,06P3KLK2J8
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, FOR SOLUTION",INTRAVENOUS,BLA,125327,Voraxaze,GLUCARPIDASE,11/18/2022,Carboxypeptidase,2012,BTG INTERNATIONAL INC,2012/04/01-,50633-210,2GFP9BJD79,GLUCARPIDASE,GLUCARPIDASE,2GFP9BJD79
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRADERMAL; SUBCUTANEOUS,BLA,102223,Sterile Diluent for Allergenic Extract,GLYCERINE; GLYCERINE AND PHENOL; HUMAN ALBUMIN AND PHENOL; PHENOL,12/8/2009,Human Serum Albumin; Non-Standardized Chemical Allergen,,ANTIGEN LABORATORIES INC,1974/03/23-,49288-9932; 49288-9933; 49288-9934; 49288-9935; 49288-9936,339NCG44TV; PDC6A3C0OX; ZIF514RVZR,ALBUMIN (HUMAN); GLYCERIN; PHENOL,ALBUMIN (HUMAN); GLYCERIN; PHENOL,339NCG44TV; PDC6A3C0OX; ZIF514RVZR
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",SUBCUTANEOUS,BLA,125289,Simponi,GOLIMUMAB,11/21/2023,Tumor Necrosis Factor Blocker,2009,JANSSEN BIOTECH INC,2009/04/25-; 2013/05/15-,57894-070; 57894-071,91X1KLU43E,GOLIMUMAB,GOLIMUMAB,91X1KLU43E
HUMAN PRESCRIPTION DRUG LABEL,SOLUTION,INTRAVENOUS,BLA,125433,SIMPONI ARIA,GOLIMUMAB,7/19/2023,Tumor Necrosis Factor Blocker,2009,JANSSEN BIOTECH INC,2013/07/19-,57894-350,91X1KLU43E,GOLIMUMAB,GOLIMUMAB,91X1KLU43E
HUMAN PRESCRIPTION DRUG LABEL,KIT,INTRAMUSCULAR,BLA,017016,Novarel,"GONADOTROPHIN, CHORIONIC",11/19/2024,,1974,FERRING PHARMACEUTICALS INC,2017/08/30-; completed:1974/01/15-2021/10/31,55566-1501; 55566-1502,20ED16GHEB,CHORIONIC GONADOTROPIN,CHORIONIC GONADOTROPIN,20ED16GHEB
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRADERMAL; SUBCUTANEOUS,BLA,102223,Grain Mill Dust,GRAIN MILL DUST,11/16/2009,,,ANTIGEN LABORATORIES INC,1974/03/23-,49288-0171,7779K0857Y,GRAIN MILL DUST,GRAIN MILL DUST,7779K0857Y
HUMAN PRESCRIPTION DRUG LABEL,INJECTION,INTRAVENOUS; SUBCUTANEOUS,BLA,761061,TREMFYA,GUSELKUMAB,9/23/2024,Interleukin-23 Antagonist,2017,JANSSEN BIOTECH INC,2017/07/13-; 2024/09/11-,57894-640; 57894-650; 57894-651,089658A12D,GUSELKUMAB,GUSELKUMAB,089658A12D
HUMAN PRESCRIPTION DRUG LABEL,"POWDER, FOR SOLUTION",INTRAVENOUS,BLA,101246,Panhematin,HEMIN,5/22/2024,,1983,RECORDATI RARE DISEASES INC,1983/07/20-,55292-702,743LRP9S7N,HEMIN,HEMIN,743LRP9S7N
HUMAN PRESCRIPTION DRUG LABEL,LIQUID,INTRAMUSCULAR,BLA,103945,Nabi-HB,HEPATITIS B IMMUNE GLOBULIN (HUMAN),11/22/2022,Human Immunoglobulin,,ADMA BIOLOGICS INC,2001/10/23-,69800-4202; 69800-4203,XII270YC6M,HUMAN HEPATITIS B VIRUS IMMUNE GLOBULIN,HUMAN HEPATITIS B VIRUS IMMUNE GLOBULIN,XII270YC6M
HUMAN PRESCRIPTION DRUG LABEL,INJECTION,INTRAMUSCULAR; INTRAVENOUS,BLA,125035,HepaGam B,HEPATITIS B IMMUNE GLOBULIN INTRAVENOUS (HUMAN),3/23/2021,Human Immunoglobulin,2006,SAOL THERAPEUTICS INC,2019/03/01-,70257-051; 70257-052,XII270YC6M,HUMAN HEPATITIS B VIRUS IMMUNE GLOBULIN,HUMAN HEPATITIS B VIRUS IMMUNE GLOBULIN,XII270YC6M
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SUSPENSION",INTRAMUSCULAR,BLA,103239,ENGERIX-B,HEPATITIS B VACCINE (RECOMBINANT),3/2/2010,,,DISPENSING SOLUTIONS INC,2009/05/28-,68258-3042,9GCJ1L5D1P,HEPATITIS B VIRUS SUBTYPE ADW2 HBSAG SURFACE PROTEIN ANTIGEN,HEPATITIS B VIRUS SUBTYPE ADW2 HBSAG SURFACE PROTEIN ANTIGEN,9GCJ1L5D1P
HUMAN PRESCRIPTION DRUG LABEL,INJECTION,PERCUTANEOUS,BLA,103891,Positive Skin Test Control - Histamine,HISTAMINE,10/29/2024,,,JUBILANT HOLLISTERSTIER LLC,1995/06/15-,65044-9998,820484N8I3,HISTAMINE,HISTAMINE,820484N8I3
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION; SOLUTION",INTRADERMAL; PERCUTANEOUS,BLA,103754,Histamine Positive Skin Test Control; histamine positive skin test control,HISTAMINE PHOSPHATE,8/28/2020,,,ALK ABELLO INC,1989/10/23-,0268-0247; 0268-0248,QWB37T4WZZ,HISTAMINE PHOSPHATE,HISTAMINE,820484N8I3
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRADERMAL; SUBCUTANEOUS,BLA,102192,House Dust,HOUSE DUST,12/10/2009,Non-Standardized House Dust Allergenic Extract,,NELCO LABORATORIES INC,1972/08/29-,36987-1122; 36987-1123; 36987-1124; 36987-1125; 36987-1126; 36987-1127; 36987-1128; 36987-1129,EYO007VX98,HOUSE DUST,HOUSE DUST,EYO007VX98
HUMAN PRESCRIPTION DRUG LABEL,INJECTION,CUTANEOUS; INTRADERMAL; SUBCUTANEOUS,BLA,102212;102213,"House Dust Mite, Dermatophagoides farinae; House Dust Mite, Dermatophagoides pteronyssinus","HOUSE DUST MITE, DERMATOPHAGOIDES FARINAE; HOUSE DUST MITE, DERMATOPHAGOIDES PTERONYSSINUS",8/8/2024,Standardized Insect Allergenic Extract,,ALLERMED LABORATORIES INC,1986/12/24-,49643-702; 49643-704,57L1Z5378K; PR9U2YPF3Q,DERMATOPHAGOIDES FARINAE; DERMATOPHAGOIDES PTERONYSSINUS,DERMATOPHAGOIDES FARINAE; DERMATOPHAGOIDES PTERONYSSINUS,57L1Z5378K; PR9U2YPF3Q
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRADERMAL; SUBCUTANEOUS,BLA,102223,A. Dust; Mattress Dust,HOUSE DUST; MATTRESS DUST,11/16/2009,Non-Standardized House Dust Allergenic Extract,,ANTIGEN LABORATORIES INC,1974/03/23-,49288-0180; 49288-0181; 49288-0315,EYO007VX98,HOUSE DUST,HOUSE DUST,EYO007VX98
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,BLA,125034,BabyBIG,HUMAN BOTULINUM NEUROTOXIN A/B IMMUNE GLOBULIN,6/30/2021,Human Immunoglobulin G,2003,CALIFORNIA DEPARTMENT OF PUBLIC HEALTH,2003/10/23-,68403-1100,X641Y30OA7,human botulinum neurotoxin a/b immune globulin,human botulinum neurotoxin a/b immune globulin,X641Y30OA7
HUMAN PRESCRIPTION DRUG LABEL,LIQUID,INTRAVENOUS,BLA,125590,ASCENIV,HUMAN IMMUNOGLOBULIN G,3/11/2024,Human Immunoglobulin G,2019,ADMA BIOLOGICS INC,2019/04/01-,69800-0250,66Y330CJHS,HUMAN IMMUNOGLOBULIN G,HUMAN IMMUNOGLOBULIN G,66Y330CJHS
HUMAN PRESCRIPTION DRUG LABEL,SOLUTION,INTRAMUSCULAR,BLA,125430,VARIZIG,HUMAN VARICELLA-ZOSTER IMMUNE GLOBULIN,3/22/2023,,2012,SAOL THERAPEUTICS,2019/03/01-,70257-126,33T61IWL27,HUMAN VARICELLA-ZOSTER IMMUNE GLOBULIN,HUMAN VARICELLA-ZOSTER IMMUNE GLOBULIN,33T61IWL27
HUMAN PRESCRIPTION DRUG LABEL,INJECTION,SUBCUTANEOUS,BLA,021665,AMPHADASE,HYALURONIDASE,2/1/2024,Endoglycosidase,2005,AMPHASTAR PHARMACEUTICALS INC,2004/10/26-,0548-9090,8KOG53Z5EM,hyaluronidase,hyaluronidase,8KOG53Z5EM
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",SUBCUTANEOUS,BLA,021859,HYLENEX Recombinant,HYALURONIDASE,1/24/2024,Endoglycosidase,2005,ANTARES PHARMA INC,2005/12/02-,18657-117,743QUY4VD8,Hyaluronidase (Human Recombinant),Hyaluronidase (Human Recombinant),743QUY4VD8
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",SUBCUTANEOUS,BLA,021859,HYALURONIDASE,HYALURONIDASE,6/4/2021,Endoglycosidase,,HF ACQUISITION CO LLC DBA HEALTHFIRST,2021/06/04-,51662-1555,743QUY4VD8,HYALURONIDASE (HUMAN RECOMBINANT),HYALURONIDASE (HUMAN RECOMBINANT),743QUY4VD8
